study_id,kri_section,kri_number,kri_label,kri_code,iqmp_risk_id,moderate_threshold,high_threshold,relative_score_direction,weight,applicable_visits,forms_variables,logic_summary,corrective_action,status,retirement_date,comment,associated_qtl
C2321008,study_specific,6,Participants Missed Critical Safety,,14275 Labs (KRI_PT_Missed_LAB),> 10% and < 20% missing,> or = 20% missing,,High,,"Safety Lab eData [LB001]Sponsor ID
[LBSPID_001]
Result in Original Units [LBORRES_001]
Subject Visits [SV001]
Date of Visit: [SVSTDTC_001]
Applicable labs visits
'SCR' 'CYCLE1_DAY1_WEEK1' 'CYCLE2_DAY1_WEEK5' 'CYCLE3_DAY1_WEEK9' 'WEEK9'
'CYCLE4_DAY1_WEEK13' 'CYCLE5_DAY1_WEEK17' 'WEEK17'
'CYCLE6_DAY1_WEEK21' 'CYCLE7_DAY1_WEEK25' 'WEEK25'
'CYCLE8_DAY1_WEEK29' 'CYCLE9_DAY1_WEEK33' 'CYCLE10_DAY1_WEEK37' 'WEEK37'
'CYCLE11_DAY1_WEEK41' 'CYCLE12_DAY1_WEEK45' 'CYCLE13_DAY1_WEEK49' 'WEEK49'
'CYCLE14_DAY1_WEEK53' 'CYCLE16_DAY1_WEEK61' 'WEEK61' 'CYCLE18_DAY1_WEEK69' 'WEEK73'
'CYCLE20_DAY1_WEEK77' 'CYCLE22_DAY1_WEEK85' 'WEEK85' 'CYCLE24_DAY1_WEEK93' 'WEEK97'
'CYCLE26_DAY1_WEEK101' 'CYCLE28_DAY1_WEEK109' 'WEEK109' 'END_OF_TRT'
PFIZER CONFIDENTIAL
TMF Doc ID 928.06
Page 24 of 50
DDooccUUUUIIDD :: 67f560d05b8cc128--e5535d7b--44050c19--9ba89795--4fe7b47a7f94c7501412ae37

CDS01-RF02","For randomized patents at scheduled visits.
Proportion of participants that have <=90% of expected core safety labs reported. Lab is considered missed if
corresponding DOV is present at the expected visit but LBORRES_001 is null
Core Hematology Labs: Platelets (5), ANC (608, 8)
Core Chemistry Labs: Total protein (24), Alkaline phosphatase (35), ALT (30), AST (28), Total bilirubin (21)
Other Core Labs: PSA (796), Serum Testosterone (183), CD4 count (4722)","Action Name: Site Re-education
Action Description: Contact site to determine root cause and any further appropriate mitigations. Retrain site, if
applicable.",active,,"Study Management will be assigned to review this signal in Clue points per study team’s agreement
PFIZER CONFIDENTIAL
TMF Doc ID 928.06
Page 25 of 50
DDooccUUUUIIDD :: 67f560d05b8cc128--e5535d7b--44050c19--9ba89795--4fe7b47a7f94c7501412ae37

CDS01-RF02",
C2321008,study_specific,7,Baseline Missed Critical Safety,,14275 Labs (KRI_BL_Missed_LAB),> 10% and < 20% missing,> or = 20% of participants,,High,,"Safety Lab eData [LB001]
Category for Lab Test [LBCAT_001]
Lab test for Examination Name [LBTEST_001]
Result in Original Units [LBORRES_001]
Applicable visit: CYCLE1_DAY1_WEEK1
Subject Visits [SV001]
Date of Visit: SVSTDTC_001
PFIZER CONFIDENTIAL
TMF Doc ID 928.06
Page 26 of 50
DDooccUUUUIIDD :: 67f560d05b8cc128--e5535d7b--44050c19--9ba89795--4fe7b47a7f94c7501412ae37

CDS01-RF02","For randomized patents at Baseline visits.
As baseline is the last available assessment on, or prior to, the date of first dose of study treatment (or prior to
randomization for participants that were randomized but not dosed). If there are not lab data on the 1st dose date
then the SCR can be assessed and if SCR is missed then UNPL assessments can be considered.
Proportion of participants that have <=90% of expected core safety labs reported. Lab is considered missed if
corresponding DOV is present at the expected visit but LBORRES_001 is null.
Core Hematology Labs: Hemoglobin, Platelets (5), ANC (608, 8)
Core Chemistry Labs: Alkaline phosphatase (35), ALT (30), AST (28), Total bilirubin (21)","Action Name: Site Re-education
Action Description: Contact site to determine root cause and any further appropriate mitigations. Retrain site, if
applicable.",active,,Study Management will be assigned to review this signal in Clue points per study team’s agreement,
C2321008,study_specific,8,Missed Blood collection for cfNA,,cf Nucleic Acids (ctDNA Aliq) data is (KRI_MISSED_BLOOD_CFNA) secondary endpoint for the study and is critical data per IQMP. This is associated with IQMP Risk ID,>=10% and < 25% missing,> or = 25% missing,,High,,,"For randomized patients. The percentage of missed blood collection for cf Nucleic Acids.
Flag missed blood collection as missed when date of specimen is missed ([BEDTC_010]) is NULL)or the sample is
marked as not collected ([BEOCCUR_010_1] = ‘No’) or the form was marked as NOT DONE, UNKNOWN OR
NOT APPLICABLE.([BEOCCUR_010_ND] IN (‘NOT DONE’,’UNKNOWN’,’NOT APPLICABLE’))
Exclude visits that occurred within 15 days of the snapshot date to allow data entry and minimize signals raised
due to lag in data entry at the sites.","Name: Site Re-education
Actions
Action Description: Contact site to determine root cause and any further appropriate mitigations. Retrain site, if
applicable.",active,,"Study Management will be assigned to review this signal in CluePoints.
PFIZER CONFIDENTIAL
TMF Doc ID 928.06
Page 28 of 50
DDooccUUUUIIDD :: 67f560d05b8cc128--e5535d7b--44050c19--9ba89795--4fe7b47a7f94c7501412ae37

CDS01-RF02",
C2321008,study_specific,9,Missed Pharmacokinetics Points,,PK data is secondary endpoint for the study (KRI_ MISSED_PK_POINTS) and is critical data per IQMP.,>=10% and < 25% missing,> or = 25% missing,,High,,"DATE OF VISIT (DOV) [SV001]
• Date of Visit: [SVSTDTC_001]
PHARMACOKINETICS – BLINDED THERAPY [PC003]/ [PC003_1]
• Sample Not Done: [X_PCSTAT_003]
• Date: [PCDTC_003]
This form must be completed for all subjects at CYCLE3_DAY1_WEEK9 and CYCLE4_DAY1_WEEK13 and
CYCLE5_DAY1_WEEK17
PFIZER CONFIDENTIAL
TMF Doc ID 928.06
Page 29 of 50
DDooccUUUUIIDD :: 67f560d05b8cc128--e5535d7b--44050c19--9ba89795--4fe7b47a7f94c7501412ae37

CDS01-RF02","For randomized patients
The percentage of missed pharmacokinetics points is above the threshold
Flag PK missed when [X_PCSTAT_003] is NOT DONE or the form was marked as NOT DONE
[NOTDONESTATE=1]","Name: Site Re-education
Actions
Action Description: The % of missed PK points collection at this site is higher than compared to other sites
and/or above the absolute threshold set by the study team. Assess site PK collection procedure. Determine
root cause and any further appropriate mitigations.",active,,Study Management will be assigned to review this signal in Clue Points.,
C2321008,sister,,Sister KRI 1- Participants with at least 2 consecutive non-evaluable,,,,,,,,,,,active,,,
C2321008,sister,,Sister KRI 2- Randomized participants lost to follow-up or,,,,,,,,,,,active,,,
C2321008,sister,,Sister KRI 3- Percentage of randomized participants with missing,,,,,,,,,,,active,,,
C2321008,sister,,Missed RECIST IQMP Risk ID(s) Assessment critical to Primary Endpoint,,,,,,High,,"DATE OF VISIT (DOV) [SV001]
• Date of Visit: [SVSTDTC_001]
INVESTIGATOR OBJECTIVE TUMOR ASSESSMENT - RECIST 1.1 (IOTA) [RSIOTA001]
• Date of Tumor Assessment: [RSDTC_001]
This trigger form must be completed for all randomized subjects at ""WEEK 9"", ""WEEK 17"", ""WEEK 25"", ""WEEK
37"", ""WEEK 49"", ""WEEK 61"", ""WEEK 73"", ""WEEK 85"", ""WEEK 97"", ""WEEK 109"" visits.
BLINDED INDEPENDENT CENTRAL REVIEW - DISEASE RESPONSE
AND CLINICAL CLASSIFICATION (RSBR) CAPS (BICR3LCAPS): [SM_RSBICR057]
• Response Assessment Name: [RSTEST_057]
• Accepted Record Flag: [RSACPTFL_057]
• Category for Response Assessment [RSCAT_057]
• Response Assessment Original Result [RSORRES_057]","Population: Randomized with confirmed BICR progression as per the below:
• [RSTEST_057] = ""Date of Progression""
• [RSACPTFL_057] = ""Y""
• [RSCAT_057] = ""PROTOCOL DEFINED RESPONSE CRITERIA""
If DOV is completed ([SVSTDTC_001] is not null) and [RSDTC_001] is not NULL then it’s collected, else


WI-CDS01-RF02
[RSDTC_001] is NULL for required attended scan visit then it’s NOT COLLECTED (assessment not
performed). Exclude visit if visit occurred after date of confirmed PD per BICR. Exclude visits that occurred within
15 days of the snapshot date to allow data entry and minimize signals raised due to lag in data entry at the sites.","Name: Site Re-education
Actions
Action Description: Contact site to determine root cause and any further appropriate mitigations. Retrain site,
if applicable.",active,,"in Study Risk Threshold Threshold
(Absolute Value)
Protocol Deviation Rate Yes n/a – only relative Above 1.3, 3 2 (High) Study Management will be assigned to
No score is available Below -1.3, -3 1 (Moderate) review this signal in Clue points
Both 0.5 (Low)
AE Rate Yes n/a – only relative Above 1.3, 3 2 (High) For AE under-reporting, signals will be
score is available assigned to Study Management and for
No Below -1.3, -3 1 (Moderate)
over-reporting signals to Clinical team for
Both 0.5 (Low)
review in Clue points.
SAE Rate Yes n/a – only relative Above 1.3, 3 2 (High) For SAE under-reporting, ",
C2321008,sister,,Participants with at least 2 consecutive non-,,,,,,High,,,"The percentage of randomized
evaluable or missing disease (soft tissue and/or participants with at least 2
bone) assessments consecutive non-evaluable or
missing disease (soft tissue
(KRI_QTL_NE_MISS_DISEASE_ASSESSMENTS)
and/or bone) assessments",,active,,,Participants with at least 2 consecutive non-evaluable or missing disease (soft tissue and/or bone)
C2321008,sister,,Randomized participants lost to,,,,,,High,,,"The percentage of randomized
follow-up or withdraw consent participants who are lost to follow-up or
from the study for overall survival withdraw consent from the study for OS
(OS) follow-up follow-up
(KRI_QTL_RAND_LTFU_WC)
PFIZER CONFIDENTIAL
TMF Doc ID 928.06
Page 43 of 50
DDooccUUUUIIDD :: 67f560d05b8cc128--e5535d7b--44050c19--9ba89795--4fe7b47a7f94c7501412ae37

CDS01-RF02",,active,,Clinican will be assigned to review this signal in CluePoints.,% of randomized participants who are lost to follow-up or withdraw consent from the study
C2321008,sister,,Percentage of randomized participants with missing and/or non-,,,,,,High,,,"% of randomized
evaluable bone scan assessments at week 9 participants with non-
evaluable or missing
(KRI_QTL_NE_MISS_BONE_SCAN_ASSESSMENTS_WEEK9)
bone scan assessments
at week 9 (within window
allowed by protocol)",,active,,,Percentage of randomized participants with missing and/or non-evaluable bone scan assessments at week 9
C2321008,sister,,Percent of participants who do not have,,,,,,High,,,"Percentage of randomized
a confirmatory bone scan after participants who have a bone scan
unconfirmed bone disease was detected assessment of unconfirmed PD and
(KRI_QTL_MISS_CONF_BONE_SCAN) discontinue from study treatment
(due to progression) without a
confirmatory bone scan missing
disease (soft tissue and/or bone)
assessments",,active,,"Clinican will be assigned to review this signal in CluePoints.
PFIZER CONFIDENTIAL
TMF Doc ID 928.06
Page 49 of 50
DDooccUUUUIIDD :: 67f560d05b8cc128--e5535d7b--44050c19--9ba89795--4fe7b47a7f94c7501412ae37

CDS01-RF02",Percent of randomized participants who do not have a confirmatory bone scan after unconfirmed bone
C2321014,global,,Early Termination Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C2321014,global,,Protocol Deviation Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C2321014,global,,AE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"this signal in CluePoints. For AE Over-reporting signals, Clinical will be assigned to review this signal in CluePoints.",
C2321014,global,,SAE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"this signal in CluePoints. For SAE Over-reporting signals, Clinical will be assigned to review this signal in CluePoints. CDS01-RF02",
C2321014,global,,Brief Pain Inventory – Short Form (BPI-SF),,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Brief Pain Inventory – Short Form (BPI-SF),,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Brief Pain Inventory – Short Form (BPI-SF),,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Functional Assessment of Cancer Therapy –,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Functional Assessment of Cancer Therapy –,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Functional Assessment of Cancer Therapy –,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Functional Assessment of Cancer Therapy –,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Functional Assessment of Cancer Therapy –,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Functional Assessment of Cancer Therapy –,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,European Quality of Life 5-Dimension 5,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,European Quality of Life 5-Dimension 5,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,European Quality of Life 5-Dimension 5,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Patient Reported Outcome - Common,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Patient Reported Outcome - Common,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,Patient Reported Outcome - Common,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C2321014,global,,eDiary Open to Open,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,CDS01-RF02,
C2321014,global,,eDiary Open to Save,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C2321014,study_specific,1,Missed RECIST,,Assessment critical to Primary Endpoint. (KRI_MISSED_RECIST) This is associated with IQMP Risk ID 4370.,>=10% and < 25% missing,> or = 25% missing,,High,,"DATE OF VISIT (DOV) [SV001]
• Date of Visit: [SVSTDTC_001]
INVESTIGATOR OBJECTIVE TUMOR ASSESSMENT - RECIST 1.1 (IOTA) [RSIOTA001]
• Date of Tumor Assessment: [RSDTC_001]
Blinded Independent Central Review –Disease Response and Clinical Classification (RSBR) [RSBICR057]
• Response Assessment Name [RSTEST_057]
• Accepted Record Flag [RSACPTFL_057]
• Category for Response Assessment [RSCAT_057]
• Response Assessment Original Result [RSORRES_057]
This trigger form must be completed for all randomized subjects at WEEK 9, WEEK 9 DTX, WEEK 17, WEEK
17 DTX, WEEK 25, WEEK 25 DTX, WEEK 37, WEEK 49, WEEK 61, WEEK 73, WEEK 85 and WEEK 97.","Get dates of confirmed progression from the Blinded Independent Central Review –Disease Response and
Clinical Classification (RSBR) dataset (RSTEST_057 = ""Date of Progression"" and RSACPTFL_057 = ""Y"" and
RSCAT_057 = ""PROTOCOL DEFINED RESPONSE CRITERIA"").
If DOV is completed ([SVSTDTC_001] is not null) and [RSDTC_001] is not NULL then it’s collected, else
[RSDTC_001] is NULL for required attended scan visit then it’s NOT COLLECTED (assessment not
performed). Exclude visit if visit occurred after date of confirmed PD per BICR.
Exclude visits that occurred within 15 days of the snapshot date to allow data entry and minimize signals
raised due to lag in data entry at the sites.


CDS01-RF02","Name: Site Re-education
Actions
Action Description: Contact site to determine root cause and any further appropriate mitigations. Retrain site,
if applicable.",active,,"All the results will be summarized across the study’s Arms; there is no need to provide analysis by treatment
group.
Study Management will be assigned to review this signal in CluePoints.
According to the Study Team's decision, signals generated due to a single missed assessment at a site will
not be assigned to Study Management. These signals will remain under the responsibility of the Lead CM
Analyst and will be updated to ""Closed"" with a Medium Priority status providing the respective rationale.",
C2321014,study_specific,2,Missed PCWG3,,Assessment critical to Primary Endpoint. (KRI_MISSED_PCWG3) This is associated with IQMP Risk ID 4370.,>=10% and < 25% missing,> or = 25% missing,,High,,"DATE OF VISIT (DOV) [SV001]
• Date of Visit: [SVSTDTC_001]
PCWG3 - BASELINE ASSESSMENT (PCWG3 BL) [TRPCWG103]
• Date of Scan: [Y_TRDTC_103]
This trigger form must be completed for all randomized subjects at SCR.
PCWG3 - FIRST SCAN AFTER TREATMENT INITIATION (PCWG3 FLR) [TRPCWG104]
• Date of Scan: [Y_TRDTC_104]
This trigger form must be completed for all randomized subjects at WEEK 9.
PCWG3 - POST1-TREATMENT SCAN (PCWG3POST1) [TRPCWG105]
• Date of Scan: [Y_TRDTC_105]
This trigger form must be completed for all randomized subjects at WEEK 17.
PCWG3 - POST-TREATMENT SCAN (PCWG3 POST) [TRPCWG106]
• Date of Scan: [Y_TRDTC_106]
Blinded Independent Central Review –Disease Response and Clinical Classification (RSBR) [RSBICR057]
• Response Assessment Name [RSTEST_057]
• Accepted Record Flag [RSACPTFL_057]
• Category for Response Assessment [RSCAT_057]
• Response Assessment Original Result [RSORRES_057]


CDS01-RF02
This trigger form must be completed for all randomized subjects at WEEK 25, WEEK 37, WEEK 49, WEEK
61, WEEK 73, WEEK 85, WEEK 97 visits.","Get dates of confirmed progression from the Blinded Independent Central Review –Disease Response and
Clinical Classification (RSBR) dataset (RSTEST_057 = ""Date of Progression"" and RSACPTFL_057 = ""Y"" and
RSCAT_057 = ""PROTOCOL DEFINED RESPONSE CRITERIA"").
If DOV is completed ([SVSTDTC_001] is not null) and [Y_TRDTC] is not NULL then it’s collected, else
[Y_TRDTC] is NULL for required attended scan visit then it’s NOT COLLECTED (assessment not
performed). Exclude visit if visit occurred after date of confirmed PD per BICR.
Exclude visits that occurred within 15 days of the snapshot date to allow data entry and minimize signals
raised due to lag in data entry at the sites.","Name: Site Re-education
Actions
Action Description: Contact site to determine root cause and any further appropriate mitigations. Retrain site,
if applicable.",active,,"All the results will be summarized across the study’s Arms; there is no need to provide analysis by treatment
group.
Study Management will be assigned to review this signal in CluePoints.
According to the Study Team's decision, signals generated due to a single missed assessment at a site will
not be assigned to Study Management. These signals will remain under the responsibility of the Lead CM
Analyst and will be updated to ""Closed"" with a Medium Priority status providing the respective rationale.


CDS01-RF02",
C2321014,study_specific,3,Missed Blood collection for cfNA,,cf Nucleic Acids (ctDNA Aliq) data is (KRI_MISSED_BLOOD_CFNA) secondary endpoint for the study and is critical data per IQMP. This is associated with IQMP Risk ID 2072.,>=10% and < 25% missing,> or = 25% missing,,High,,"DATE OF VISIT (DOV) [SV001]
• Date of Visit: [SVSTDTC_001]
ELECTRONIC SAMPLE TRACKING - CF NUCLEIC ACIDS (BIO DNRN) [BEETRK010_1]
• Sample Collected?: [BEOCCUR_010_1]
• Date Of Sample Collection: [BEDTC_010_1]","Flag Date of Sample Collection as missed when the sample is marked as collected ([BEOCCUR_010_1] =
‘Yes’) or the form was marked as NOT DONE, UNKNOWN OR NOT APPLICABLE.
Exclude visits that occurred within 20 days of the snapshot date to allow data entry and minimize signals
raised due to lag in data entry at the sites.","Name: Site Re-education
Actions
Action Description: Contact site to determine root cause and any further appropriate mitigations. Retrain site,
if applicable.


CDS01-RF02",active,,"All the results will be summarized across the study’s Arms; there is no need to provide analysis by treatment
group.
Study Management will be assigned to review this signal in CluePoints.
According to the Study Team's decision, signals generated due to a single missed assessment at a site will
not be assigned to Study Management. These signals will remain under the responsibility of the Lead CM
Analyst and will be updated to ""Closed"" with a Medium Priority status providing the respective rationale.",
C2321014,study_specific,4,SAE Data Entry Timeliness,,2245 (KRI_SAE_ENTRY_TIMELINESS),N/A –,N/A –,,High,,"Adverse Event Report [AE001]
• Is the adverse event serious?: [AESER_001]
• Start Date: [AESTDTC_001]
• [R_FMINSTARTEDSTATE]


CDS01-RF02","For all enrolled participants.
This KRI measures the average time pending from when the Serious Adverse Event (SAE) start date is
recorded in the CRF to when the SAE is entered in the database.","Name: Site Re-education
Actions
Action Description: The average time from the Serious Adverse Event (SAE) start date to the date the SAE
record was entered in the CRF is longer at this site than compared to other sites. Site should be re-trained in
database reporting requirements with the focus on SAE reporting requirements.",active,,Study Management will be assigned to review this signal in CluePoints.,
C2321014,study_specific,5,Missed Pharmacokinetics Points,,PK data is secondary endpoint for the study (KRI_ MISSED_PK_POINTS) and is critical data per IQMP.,>=10% and < 25% missing,> or = 25% missing,,High,,"DATE OF VISIT (DOV) [SV001]
• Date of Visit: [SVSTDTC_001]
RANDOMIZATION (RAND) [DS001_3]
• Date of Randomization: [DSSTDTC_001]
• Randomization Group: [SUPPDS_DSRANGRP_001]
PHARMACOKINETICS - PF-06821497 - 0H2H (PK 0H2H) [PC003]
• Sample Not Done: [X_PCSTAT_003]
• Date: [PCDTC_003]
This form must be completed for all Arm A subjects at CYCLE1_DAY15_WEEK3, CYCLE2_DAY1_WEEK5
and CYCLE3_DAY1_WEEK9.
PHARMACOKINETICS - PF-06821497 - 0H (PK 0H) [PC003_1]
• Sample Not Done: [X_PCSTAT_003_1]
• Date: [PCDTC_003_1]
This form must be completed for all Arm A subjects at CYCLE4_DAY1_WEEK13, CYCLE5_DAY1_WEEK17,
CYCLE6_DAY1_WEEK21.
Exclude visits that occurred within 15 days of the snapshot date to allow data entry and minimize signals raised
due to lag in data entry at the sites.","For subjects randomized to Arm A only (SUPPDS_DSRANGRP_001 = “ARM A”).
Flag PK missed when [X_PCSTAT] is NOT DONE or the form was marked as NOT DONE, UNKNOWN OR
NOT APPLICABLE.


CDS01-RF02","Name: Site Re-education
Actions
Action Description: The % of missed PK points collection at this site is higher than compared to other sites
and/or above the absolute threshold set by the study team. Assess site PK collection procedure. Determine
root cause and any further appropriate mitigations.",active,,"All the results will be summarized across the study’s Arms; there is no need to provide analysis by treatment
group.
Study Management will be assigned to review this signal in CluePoints.
According to the Study Team's decision, signals generated due to a single missed assessment at a site will
not be assigned to Study Management. These signals will remain under the responsibility of the Lead CM
Analyst and will be updated to ""Closed"" with a Medium Priority status providing the respective rationale.",
C2321014,sister,,Missed RECIST IQMP Risk ID(s) Assessment critical to Primary Endpoint.,,,,,,High,,"DATE OF VISIT (DOV) [SV001]
• Date of Visit: [SVSTDTC_001]
INVESTIGATOR OBJECTIVE TUMOR ASSESSMENT - RECIST 1.1 (IOTA) [RSIOTA001]
• Date of Tumor Assessment: [RSDTC_001]
Blinded Independent Central Review –Disease Response and Clinical Classification (RSBR) [RSBICR057]
• Response Assessment Name [RSTEST_057]
• Accepted Record Flag [RSACPTFL_057]
• Category for Response Assessment [RSCAT_057]
• Response Assessment Original Result [RSORRES_057]
This trigger form must be completed for all randomized subjects at WEEK 9, WEEK 9 DTX, WEEK 17, WEEK
17 DTX, WEEK 25, WEEK 25 DTX, WEEK 37, WEEK 49, WEEK 61, WEEK 73, WEEK 85 and WEEK 97.","as applicable).
2. Define that visits that occurred within 15
days of the snapshot date must be
excluded to allow data entry and minimize
signals raised due to lag in data entry at
the sites, as per ST’s decision (Updated
Description of KRI Logic).
3. Include in the comment section that
according to the Study Team's decision,
signals generated due to a single missed
assessment at a site will not be assigned
to Study Management. These signals will
remain under the responsibility of the Lead
CM Analyst and will be updated to
""Closed"" with a Medium Priority status
providing the respective rationale.
 Included PDP rationale for N/A.
 Updated the comment section of all QTLs to
include the following wording: As per new
guidelines regarding QTL monitoring and
mitigation, Clinician is responsible for
mitigating QTLs in CluePoints and generating
study QTL report, which must be filed in PTMF


WI-CDS01-RF02
as official evidence of QTL monitoring at final
QTL analysis.
2.0 30-April- Karipidou Niki –  Updated estimation for first DQA analysis.
2025 Central Monitor  Updated the frequency of the KRI/QTL
analysis to bi-monthly during enrollment.
 Updated the External Data Sources
(eSource/eData) table as per available DTS.
 Included Signal Mitigation expectations for
Global Standard KRIs, Study Specific KRIs
and Sister KRIs, as presented and agreed with
the Study Team at the Data Surveillance
meeting on 26Mar2025.
 Study Specific KRI 2 - Missed PCWG3:
Updated the dates for the collection of the
scans following Protocol Amendment 2.
 Study Specific KRI 4 – SAE Data Entry
Timeliness: Updated the wording of the","- Action
Description
 POTENTIAL DUPLICATE PATIENT (PDP)
ANALYSIS marked as Not Applicable, as
confirmed with the Study Team at the Data
Surveillance meeting on 20Feb2025, since
this is not a high risk for oncology studies; and
team aims to focus on critical risks.
 QTLs have been updated based on QTL
Specification V2.0 document. Based on these
changes the moderate- and high-risk
thresholds of the sister KRIs have been
updated as applicable.
 Updated the timing of the QTL analysis.
 Upon discussion with the Study Team the
following changes in the QTLs have been
applied. These changes have also been
applied to the respective Sister KRIs:
1. QTL1: The % of participants who are
lost to follow-up or withdraw consent
from the study for overall survival (OS)


WI-CDS01-RF02
follow-up: updated denominator to all
randomized subjects.
2. QTL2: % of participants with 2
consecutive nonevaluable/missing
disease assessments:
- Specify that subjects who do not
have any target or non-target
lesion",active,,"in Study Risk Threshold Threshold
(Absolute Value)
Early Termination Rate Yes n/a – only relative Above 1.3, 3 2 (High) Not needed as QTL and associated KRI
No score is available Below -1.3, -3 1 (Moderate) will track early termination.
Both 0.5 (Low)
Protocol Deviation Rate Yes n/a – only relative Above 1.3, 3 2 (High) Study Management will be assigned to
No score is available Below -1.3, -3 1 (Moderate) review this signal in CluePoints.
Both 0.5 (Low)
AE Rate Yes n/a – only relative Above 1.3, 3 2 (High) For AE Under-reporting signals, Study
No score is available Below -1.3, -3 1 (Moderate) ",The % of participants who are lost to follow-up or withdraw consent from the study for overall
C3651003,global,,Protocol Deviation Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651003,global,,AE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651003,global,,SAE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651003,global,,CRCSD Open to Open,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,WI-CDS01-RF02,
C3651003,global,,CRCSD Open to Save,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651003,global,,FAACT Open to Open,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651003,global,,FAACT Open to Save,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C3651003,study_specific,1,Missing Weight,,"2195 - Fit for purpose efficacy, safety, or biomarker data (e.g., imaging, lab) are not provided in a timely manner to enable decision making. WI-CDS01-RF02",>5% and < 10% missing,> or = 10% missing,,High,,"VITAL SIGNS - WEIGHT- Repeating Form (VS001_2_1)
Weight (VSORRES_WEIGHT_001_2_1)","Missing Weight Details:
For randomized subjects only.
Numerator: Weight will be marked as missing when VSORRES_WEIGHT_001_2_1 is null.
Denominator: the number of all should be reported weight records for the population",Contact site to determine root cause and any further appropriate mitigations.,active,,NA,
C3651003,study_specific,2,Missing Treatment,,,>6% and < 12% missing,> or = 12% missing,,High,,"TREATMENT-REPEATING (EC001_4)
Reason for Changed or Missed Dose (SUPPEC_MISDOST_001_4)","Missing Treatment Details:
For randomized subjects only.
Numerator: Assessment will be marked as missing when SUPPEC_ECVLAT_001 = 0 or is null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,3,Missing PK,,,>8% and < 16% missing,> or = 16% missing,Both,High,,"PHARMACOKINETICS (PC003)
Sample Not Done (X_PCSTAT_003)","Missing PK Details:
For randomized subjects only.
Numerator: Assessment will be marked as missing when X_PCSTAT_003 = NOT DONE or null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,4,Missing Pfizer GDF-15,,,>8% and < 16% missing,> or = 16% missing,,High,,"PHARMACODYNAMICS LAB SAMPLE COLLECTION (LB001_11)
Was the sample collected? (X_LBSTAT_001_11)","Missing Pfizer GDF-15 Details:
For all subjects including SF.
Numerator: Assessment will be marked as missing when X_LBSTAT_001_11= NO or null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
C3651003,study_specific,5,Missing Roche GDF-15,,,Relative Score,Weight (Priority) 2 (High) (Absolute Value) 1 (Moderate) 0.5 (Low),,High,,"MBIO - BIOMARKER GDF-15 (Z_MBIO002)
Was sample collected? (Z_MBIOSMC_002)","Missing Roche GDF-15 Details:
For all subjects including SF.
Numerator: Assessment will be marked as missing when Z_MBIOSMC_002 = NO or null.
Denominator: the number of all should be reported records for the population.",Contact site to determine root cause and any further appropriate mitigations.,active,,"NA


WI-CDS01-RF02",
